,text,label
6304,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness
6305,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness
6306,Who need #beats ? #instrumentals #serious #artists #only ðŸš¨,sadness
6307,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",sadness
6308,Meghan is teaching the blues in keyboard fundamentals II and all these classical majors are like WTF?!,sadness
6309,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November âœˆï¸",sadness
6310,@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,sadness
6311,Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life,sadness
6312,Don't get too close it's dark inside ðŸŒ«ðŸŒŠ,sadness
6313,"The bowl on my new food processor broke, @Cuisinart. #sadness.",sadness
6314,Feeling #gloomy,sadness
6315,Today: Kudos to Jaime Garcia on a fine outing.     #encouraging. Last Week: Judo to Jaime Garcia for a dismal outing. #discouraging,sadness
6316,me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol,sadness
6317,"@JBoughton93 he might donate the money but it won't stop shit, pessimist",sadness
6318,@nytimes media celebrated Don King endorsing #Obama in 08 and 12 now criticize him for endorsing #Trump who wants new Civil Rights era- sad,sadness
6319,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",sadness
6320,@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark,sadness
6321,@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom,sadness
6322,I might even be on the verge of depression.,sadness
6323,@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,sadness
6324,When you lose somebody close to your heart you lose yourself as well ðŸ’” #lost,sadness
6325,When you lose somebody close to your heart you lose yourself as well ðŸ’” ,sadness
6326,@BlackToLive Good - cuz that's what Trump is: a fucken 'N'azi. Don King-u havnt sunk this low since u set up Mike Tyson. 2 pathetic Dons.,sadness
6327,@jamiesonhelen @MarianKeyes all three of my agin's on the pout .,sadness
6328,"But what will complaining, pessimism, regret, and anger get you?",sadness
6329,Been sober for days lmao,sadness
6330,i am le depressed i l hate myself xDDdD #sad #depress #loner #emo,sadness
6331,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",sadness
6332,"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger ðŸ˜©ðŸ˜‚",sadness
6333,"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",sadness
6334,@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!,sadness
6335,whenever I hear concert postponed I think of dismal ticket sales   green day ?,sadness
6336,David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,sadness
6337,@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic,sadness
6338,"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",sadness
6339,This has been the most depressing week full of rain ever lol,sadness
6340,"gotta say this n put it out there. whoever u r, u should support other people's decisions n not discourage them...",sadness
6341,@BigBossPeltonen \nLikewise #death #cutting #despair,sadness
6342,My producer is mixing and mastering the songs now for #murky #notebook #mixtape\nThe tape will be out soon for free download ðŸ”¥ðŸŽ¶ðŸ’¨ðŸ’¯,sadness
6343,I don't get that my parents literally don't see how unhappy I been lately,sadness
6344,"#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb",sadness
6345,I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,sadness
6346,I can't pull myself out of depression,sadness
6347,"@andrewmcmeme nah, I asked really insightful teacherly questions so he could write a kickass report of his own. He will, sadly, never know",sadness
6348,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness
6349,sav tells our mom 'I love you' and she responds 'Oh.' ,sadness
6350,"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. â€• W. Somerset Maughm",sadness
6351,I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,sadness
6352,"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness
6353,"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",sadness
6354,Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,sadness
6355,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,sadness
6356,How a dad would feel knowing his daughter is getting dashed around for whines in the raveðŸ˜­,sadness
6357,tim burton never fails to depress me,sadness
6358,@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.,sadness
6359,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,sadness
6360,I'm allowed to sulk,sadness
6361,my bls depress the blake,sadness
6362,"Playing at September 21, 2016 at 09:30PM: Demetria Taylor  #blues",sadness
6363,@faye_catherine happy anger sad melancholy confusion #woodspurge,sadness
6364,FYI y'all can't mourn or celebrate shawty lo cause y'all ain't played his music since 08',sadness
6365,"@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat",sadness
6366,"@devrajasmine If you change the dark images both look different, but both look like they are in a forest.",sadness
6367,@bldmovs sadly beautiful photo.,sadness
6368,ima kitchen sink,sadness
6369,I should have stayed at home.,sadness
6370,Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,sadness
6371,My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,sadness
6372,Don't get #weary in well doing.\n#Faith #God #prayer,sadness
6373,"We fear not the truth, even if it be gloomy, but its counterfeit.-Â Berl Katznelson",sadness
6374,God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness
6375,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",sadness
6376,Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts ðŸ¤“ðŸ,sadness
6377,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad ðŸ˜‚,sadness
6378,"hmm somehow twitter feels really depressing, more like negative today...I think I missed something ðŸ˜•",sadness
6379,@Cassena13 I know if I wasn't an optimist I would despair.,sadness
6380,I came to work for no reason ðŸ˜©ðŸ”«\nI could've stayed in bed,sadness
6381,"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",sadness
6382,"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",sadness
6383,So you're unhappy?,sadness
6384,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,sadness
6385,I want to pour all my tears on someone right now. So tired of this #upset #sad,sadness
6386,I want to pour all my tears on someone right now. So tired of this #upset ,sadness
6387,@OniLink86 @DarekMeridian lmao awe...  #sad,sadness
6388,@OniLink86 @DarekMeridian lmao awe... ,sadness
6389,@reillygolfpro @RealKidPoker @StacyAcey @WSOPTD no he didn't! They are obviously friends and that clouded his judgement,sadness
6390,Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave,sadness
6391,@dlrwills turn that frown upside down buddy ðŸ™ƒ.,sadness
6392,@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,sadness
6393,"@pikapies I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.",sadness
6394,@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,sadness
6395,carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more,sadness
6396,@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,sadness
6397,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",sadness
6398,@PatBlanchfield so you mean â€œlike Uber but for despair for someone other than the driver',sadness
6399,@tysonwaters and @WatersWife 'Being over it.' Why USA has #panicattacks #anxiety #depression and so much medication!,sadness
6400,@typicalmoony Yes Lia!! Join the dark side!!,sadness
6401,@phil500 \nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved,sadness
6402,(whisper) I cannot frown.,sadness
6403,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump,sadness
6404,@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump,sadness
6405,@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!,sadness
6406,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,sadness
6407,@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,sadness
6408,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",sadness
6409,The most depressing part of being ill is that your taste goes ðŸ˜«,sadness
6410,Penny dreadful 3 temporada,sadness
6411,"@ProSyndicate thanks for replying, I'm ironing my shirtðŸ˜‚ I'd love to meet you and get an autograph but sadly I'm too young to travel.",sadness
6412,Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? â€¦,sadness
6413,Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness
6414,@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,sadness
6415,"Pussies - In the dark, they're all the same",sadness
6416,For once I gatherp th strength to not try and drink my pain away. #sober #Fighter #strong #lovely #dreamer,sadness
6417,@dublinwaltz bts' í™”ì–‘ì—°í™” trilogy MV is my all time favðŸ™Œ quite gloomy but beautiful as wellâœ¨,sadness
6418,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,sadness
6419,@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat,sadness
6420,Bojack Horseman: the saddest show ever written?? #depression #season1,sadness
6421,Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy,sadness
6422,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm",sadness
6423,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",sadness
6424,My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering,sadness
6425,My encouragement today is my dog while my head is in a fog. #epicfail  #feelingfedup #tired #ihaveheardeverything #wondering,sadness
6426,Drinkin me some red wine &amp; listening to some fred mcdowell playing the #blues . He did not play no #rocknroll. Fantastic noise  #justsaying,sadness
6427,Love being made to feel bad about being scared of the dark,sadness
6428,Is this the Krusty Krab?\n\nNo this is crippling depression,sadness
6429,"Has September been dull? Get #SuperSeptember from Jumia Food as a new user. Order from The Place, Barcelos or Shawarma &amp; Co for 30% off",sadness
6430,@POCX100 Please don't sulk over your defeat. Come on. Head up!,sadness
6431,me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,sadness
6432,@MariamVeiszadeh #depressing it's so freaking close !,sadness
6433,Trial result #sadness,sadness
6434,I am more comfortable here at the Dove House than I was in my own home for 24 years. This is HOME &amp; I am very grateful. #dove #indy #sober,sadness
6435,"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",sadness
6436,"Only God knows why things happen, sometimes it's just hard to understand.  #prayingforyou",sadness
6437,Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost  @coldplay,sadness
6438,Fashion week this year is dull AF! Someone inspire me!!!!!! ðŸ˜©,sadness
6439,"Take heart amid the deepening gloom that your dog is finally getting enough cheese. â€• National Lampoon, 'Deteriorada'",sadness
6440,It's always over.. until I'm no longer sober... then it feels like I wana start over #UL,sadness
6441,its so unfortunate that after all these years im still struggling with depression smh,sadness
6442,Ghanaians don't need to wear black to mourn tho... They can just walk naked *dodges stones* Na joke naâ˜¹',sadness
6443,@RonBaker6694 I got a super speeder and lost my license for 6 months! ðŸ˜©ðŸ”«,sadness
6444,@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,sadness
6445,"@KhaleesiofFood @BB_Updates she has stayed off the block almost all season, got out people that were good for her game, but no one seemed",sadness
6446,@gurrie_j thanks for making me super sad about Pizza.  #freepizza,sadness
6447,@gurrie_j thanks for making me super sad about Pizza. #sad #freepizza,sadness
6448,Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sadness
6449,&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit ðŸ’¯..,sadness
6450,@teenageic0n_ you'll be pleased to know my family are blues,sadness
6451,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",sadness
6452,Hi guys! I now do lessons via Skype! Contact me for more info. #skype #lesson #basslessons #teacher #free lesson #music #groove #rock #blues,sadness
6453,Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,sadness
6454,feel really sad and down todayðŸ˜’,sadness
6455,But right now I'm feeling pretty desolate.,sadness
6456,#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,sadness
6457,@_JESSICAVIDAL_ Just pour it down the sink and let him drink you.,sadness
6458,@Dark_Intell Darius' article was what convinced me that the time and money I had sunk into the IGDA in past years was wasted. Good re-read.,sadness
6459,i really want to read this fic i found but it's #serious and this room is full of #memes,sadness
6460,UPLIFT: If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!,sadness
6461,I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,sadness
6462,This is the @Fender #blues #junior. I'm looking forward to play on it as soon as possible. #guitar #guitarrist #music,sadness
6463,Dreams dashed and divided like million stars in the night sky.,sadness
6464,You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,sadness
6465,Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,sadness
6466,The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,sadness
6467,"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",sadness
6468,@hedgegirl I was only joking. I don't have any parents. ðŸ˜ˆ #dark,sadness
6469,"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness
6470,"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",sadness
6471,"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",sadness
6472,"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",sadness
6473,Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,sadness
6474,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",sadness
6475,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",sadness
6476,Always borrow money from a pessimist; he doesn't expect to be paid back.,sadness
6477,But guess what ? I'm sober,sadness
6478,@MissFushiGaming I hashtag things and the kids always tell me to stop ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ #sadness,sadness
6479,"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness
6480,"@localblactivist I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen",sadness
6481,Go away please ... I'm begging Â»Â»Â» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,sadness
6482,This nigga doesn't even look for his real family ðŸ™„ðŸ˜‚ #sad,sadness
6483,This nigga doesn't even look for his real family ðŸ™„ðŸ˜‚ ,sadness
6484,So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,sadness
6485,God knows why you'd wanna go with a girl who's slept with half ya mates #grim,sadness
6486,People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness
6487,People are trying too hard to hate on Cam Newton without understanding his position ,sadness
6488,@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom,sadness
6489,@SizweM01 and it's kinda depressing hey!!! ðŸ˜‘,sadness
6490,@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-),sadness
6491,@MiSSLiNDZO no. ðŸ˜­ the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,sadness
6492,Way to get a hold of her ðŸ˜Š #depressing,sadness
6493,TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,sadness
6494,Actually I always idealize the end of my relationships .. Such a pessimist,sadness
6495,After she threw me out I had to sedate her. With a damn horse tranquilizer.',sadness
6496,Man city's kit is dreadful!,sadness
6497,"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness
6498,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness
6499,"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness
6500,Interesting topic this evening...  sadness &amp; low mood. #MHChat,sadness
6501,"someone explain female human beings to me, they're depressing me ._.",sadness
6502,Dont dull #Dutty_Wednesday,sadness
6503,@brawl2099 See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression.,sadness
6504,@kagehime3 I'm so starved for content I'd take it but I'd def pout about it (ÕŸàº´Í«àª˜ ÕŸàº´Í«),sadness
6505,"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",sadness
6506,Trying to make a #better_world is #depressing when it's a #failure -__-,sadness
6507,Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. ðŸ’ªðŸ¾,sadness
6508,That's the old me though #imachildofgod #whatistwerking #sober #married #bye,sadness
6509,@mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything,sadness
6510,Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature],sadness
6511,doese reading help depression or is it another form of escapism,sadness
6512,#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober,sadness
6513,Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool,sadness
6514,Maybe I can sleep with my chem book on my head and it will all sink in my brain,sadness
6515,i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer,sadness
6516,i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,sadness
6517,"Come here, let me do whatever I do with it. #dismal",sadness
6518,"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness
6519,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,sadness
6520,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,sadness
6521,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",sadness
6522,Heart heavy for lost furry family members. Remembering Max and Ozzie. Forever friends as ðŸ¶ðŸ˜‡,sadness
6523,Awake at 5.30am with a seriously bad throat ðŸ˜©ðŸ˜©ðŸ˜©ðŸ˜©ðŸ˜·ðŸ¤’ glands feel huuuuuuuge and I'm in uni soon! #grim,sadness
6524,@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me ðŸ˜‚ðŸ˜‚!!,sadness
6525,Thanks to all the #sober drivers. The real winners of the night! #ClemvsGT,sadness
6526,But God will deliver the righteous to their place of salvation: no evil shall touch themØŒ nor shall they grieve,sadness
6527,#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,sadness
6528,gloomy days should just be for high cuddles and movies,sadness
6529,"#Quote 'To say that You know Yourself without ever having been #lost to find Yourself, Is like saying You know everything' ~@Caligraphy215",sadness
6530,"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",sadness
6531,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much ðŸ˜© #spinning #sulk,sadness
6532,Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season ðŸ’•,sadness
6533,â™ªOLD FISH  #discourage,sadness
6534,Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness
6535,@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,sadness
6536,The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there,sadness
6537,"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",sadness
6538,Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,sadness
6539,Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,sadness
6540,"Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.",sadness
6541,@NikhilTikare i like cold gloomy weather,sadness
6542,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",sadness
6543,"#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!",sadness
6544,What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace ðŸŽ§\n\n#Fallen,sadness
6545,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes,sadness
6546,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness
6547,@Skepta make sure you's Young breadrins sling us a quick vote #murky #skeng #votage,sadness
6548,@NicKeaney Hope they refuse :( x #depressing,sadness
6549,@Conorojo Loool understand the pessimism but it will ðŸ˜‚,sadness
6550,@nickb88 @Buster_ESPN pine rider,sadness
6551,This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness
6552,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness
6553,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,sadness
6554,@strong_bread dude we same fukc i lost my spectacles this morning.......,sadness
6555,"#savemoney and #savelifes @ your #openbar @your #weddingreception. Close it 1-2 hours early, forcing your guests to sober up before driving.",sadness
6556,@tonygoldmark Yeah I won't mourn it but I'm glad I rode it the last time I visited.,sadness
6557,@diamonde my heart just sunk.,sadness
6558,I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness
6559,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues,sadness
6560,@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!,sadness
6561,@Tanzynia sadly David D is no longer with us imagine both together wow,sadness
6562,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim",sadness
6563,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is ",sadness
6564,"@Mysteri759 @Ren102e906 @slb42jcb @swoozyqyah Well, I'm too old, and too stubborn about facts &amp; history to be discouraged.",sadness
6565,"Says to my maw the other day, wanna day sober October way me, she says 'ave mer chance of doing movember son' #classicmoira #glasgow #sober",sadness
6566,it's pretty depressing when u hit pan on ur favourite highlighter,sadness
6567,ah #lost #mah #train of thunk.,sadness
6568,@Adrian_Specs Far from safe and staid I found it horribly OTT at times while everyone seemed to be trying just a little too hard. Not for me,sadness
6569,"@Megane_Matt @HikariMorou next to despair, hope shines even brighter (you get me Matt)",sadness
6570,ðŸ‚ðŸŽµâ˜€\n#fall sounds great !\ndream #blues #rock by @RaphaelSlagg.\nGet the top album  'One Love'  by hero @BlindFret. :D,sadness
6571,I'd pay good money to watch someone slap that pout off Candice.,sadness
6572,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",sadness
6573,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",sadness
6574,"@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/",sadness
6575,Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious,sadness
6576,@mypalalex but still your my favorite person in DF besides grim,sadness
6577,"@icapturpix @DRUDGE_REPORT I agree. This current, ultra-left Democratic party lost a lot of members, including myself. I switched to Repub.",sadness
6578,"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness",sadness
6579,Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness
6580,will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness
6581,"If you love something, let it go. If it comes back, it is yours. If it doesn't, it never will. #sadness #accepting",sadness
6582,"because a kitchen sink to you is not a kitchen sink to me, okay friend?",sadness
6583,@kerophibian depressing,sadness
6584,"@almurray hit the sink with a hammer... sorry, the universal modifier!",sadness
6585,I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life,sadness
6586,"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness
6587,I feel like a burden every day that I waste but I don't know how to get out of this bc I get so discouraged all I wanna do is lay around ðŸ™ƒ,sadness
6588,@RIPPoohSavage u know ion play that shit bout my weary brother,sadness
6589,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,sadness
6590,You forever straight so fix that frown u goodðŸ˜‡ @amayyaaag__,sadness
6591,@d6vey you are grim mate,sadness
6592,"@PunishedSnek in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses.",sadness
6593,the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,sadness
6594,I can't even celebrate my wins or mourn my L's cause first test week is that busy ðŸ˜•,sadness
6595,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,sadness
6596,now im all alone and my joy's turned to moping,sadness
6597,RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase,sadness
6598,@1ChiefsDan Is that pessimism or do you just want him to get another week of rest and healing?,sadness
6599,@kimdelacreme_ @Srgohdatzme305  I'm there... let me know #sober,sadness
6600,@kimdelacreme_ @Srgohdatzme305  I'm there... let me know ,sadness
6601,@fpuebla3 @Osbaldo_A lost a friend too,sadness
6602,@susanbrodigan @lyricconcert Ha yes- the look of despair!,sadness
6603,"@ImNotInfected â€” rather someone that could help her. Concern clouded her green eyes, not once having seen a girl alone in the woods and â€”",sadness
6604,@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -,sadness
6605,So grim being up at 6,sadness
6606,"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",sadness
6607,@wombletheballer well done broðŸ˜ #blues #stategames #captain #shootthegerman,sadness
6608,"@AFCGraMaChroi oh, sorry if I've discouraged you ðŸ˜‚",sadness
